method,query_id,query,reference_id,n_gt,active_ctx,negative_weight,image_alpha,adapter_dim,lora_rank,reference_module,text_module,fused_module,Recall@1,Precision@1,Recall@5,Precision@5,Recall@10,Precision@10
full_best_prompt_slerp_search,0,+Smiling,3330,41,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3339,20,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3340,19,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3347,14,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3354,40,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.6,1,0.5
full_best_prompt_slerp_search,0,+Smiling,3359,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3362,46,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3365,19,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3369,8,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3374,41,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3376,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3377,16,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3379,5,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3380,22,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3385,44,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3400,20,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3403,13,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3404,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3406,37,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3409,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3413,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3420,44,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3425,16,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3429,7,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3430,24,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.6,1,0.5
full_best_prompt_slerp_search,0,+Smiling,3431,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3436,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3448,67,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3449,15,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3464,78,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3475,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3476,17,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3480,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3482,19,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3487,31,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3495,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3500,37,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.3
full_best_prompt_slerp_search,0,+Smiling,3507,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3509,36,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3511,38,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3515,36,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.4,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3517,8,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3519,236,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.3
full_best_prompt_slerp_search,0,+Smiling,3521,14,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3522,13,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3524,8,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3525,134,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3529,15,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3531,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3535,38,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3540,119,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3541,10,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3542,13,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3543,11,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.4,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3546,337,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3554,10,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3555,39,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3571,13,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3579,21,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3580,13,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3582,12,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3584,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3587,23,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3591,8,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3597,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3599,16,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3600,21,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3602,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3608,10,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3610,16,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3618,50,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3633,45,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3638,8,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3641,24,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3644,14,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3646,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3649,38,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3652,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3664,10,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3671,7,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3672,15,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3678,13,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3682,62,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3686,10,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3688,8,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.4,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3689,26,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3691,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3692,10,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3700,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3704,12,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3706,28,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3707,5,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3711,39,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3713,17,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3717,7,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3718,14,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3721,5,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3722,31,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3727,7,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3728,30,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3730,152,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3731,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3733,16,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3737,11,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3748,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3766,10,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3767,16,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3772,11,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3775,57,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3778,23,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3781,49,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3790,12,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3798,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3809,27,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3813,13,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3817,61,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3819,19,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.3
full_best_prompt_slerp_search,0,+Smiling,3821,20,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3827,56,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3830,39,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3832,10,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3833,32,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3837,18,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3841,85,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3842,30,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3848,37,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3849,19,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3850,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3872,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3873,11,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3877,22,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3880,25,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3890,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3896,12,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3897,48,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3904,133,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3905,49,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3907,97,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3908,177,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3913,12,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3916,19,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.4,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3923,15,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3924,49,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.4,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3928,19,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.4,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3935,10,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3936,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3938,90,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3939,12,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3943,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3945,21,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3949,27,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3960,20,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3962,28,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3964,16,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3965,21,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3968,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3969,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3974,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3976,12,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,3977,42,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3979,8,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3982,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3984,10,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,3989,8,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,3999,30,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4000,16,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4002,28,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4005,14,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4024,76,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4028,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4034,20,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4035,9,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4036,22,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4038,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4041,23,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4043,28,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4044,14,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4045,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4048,13,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4050,6,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4051,12,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4052,57,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.6,1,0.6
full_best_prompt_slerp_search,0,+Smiling,4057,7,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4062,13,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.4,1,0.2
full_best_prompt_slerp_search,0,+Smiling,4068,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4069,11,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.2
full_best_prompt_slerp_search,0,+Smiling,4073,37,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.3
full_best_prompt_slerp_search,0,+Smiling,4076,14,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4089,20,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4100,34,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4110,25,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.8,1,0.4
full_best_prompt_slerp_search,0,+Smiling,4114,39,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4115,21,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4116,8,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4120,111,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4130,203,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4132,33,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4134,8,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4136,39,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4139,15,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4160,11,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4168,17,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4170,7,2,0.8,0.5,64,4,adapter,both,both,0,0.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4173,7,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
full_best_prompt_slerp_search,0,+Smiling,4177,14,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4181,10,2,0.8,0.5,64,4,adapter,both,both,1,1.0,1,0.2,1,0.1
full_best_prompt_slerp_search,0,+Smiling,4188,5,2,0.8,0.5,64,4,adapter,both,both,0,0.0,0,0.0,0,0.0
